      Unix Time              Julian Date        RA      BorS            DEC     MSDPK                   DETPOW             MEANPOW       FINECHAN       COARCHID          ifreq
     1433869476           2457183.250000   6.12286         2        12.5584         0     1093980127232.000000    714403968.000000              0            252        336.109
     1433869476           2457183.250000   6.12286         3        12.5584         0       69398994944.000000    260605952.000000              0            252        336.109
     1433869476           2457183.250000   6.11802         4        12.5006         0      251503165440.000000    291009536.000000              0            252        336.109
     1433869476           2457183.250000   6.11802         5        12.5006         0        2152698624.000000     53643520.000000          56174            151        325.109
     1433869476           2457183.250000   6.11802         5        12.5006         0      945662918656.000000    545627904.000000              0            252        336.109
     1433869476           2457183.250000   6.11802         5        12.5006         0        2034271616.000000     80920576.000000         131071            252        3920.11
     1433869476           2457183.250000   6.11956         6        12.4002         0        4444353024.000000    176342016.000000          56174            151        325.109
     1433869476           2457183.250000   6.11956         6        12.4002         0      236452855808.000000    410224352.000000              0            252        336.109
     1433869476           2457183.250000   6.11956         7        12.4002         0        3167234816.000000     62754304.000000          56174            151        325.109
     1433869476           2457183.250000   6.11956         7        12.4002         0       13570620416.000000    112735216.000000              0            252        336.109
     1433869476           2457183.250000   6.12596         8         12.357         0        2425823744.000000     54913408.000000          44278             67        315.912
     1433869476           2457183.250000   6.12596         8         12.357         0         974058432.000000     38162048.000000          56174            151        325.109
     1433869476           2457183.250000   6.12596         8         12.357         0      253987848192.000000    179396448.000000              0            252        336.109
     1433869476           2457183.250000   6.12596         8         12.357         0         747019328.000000     28100096.000000          60694            255        336.488
     1433869476           2457183.250000   6.12596         9         12.357         0        3070064640.000000    143770736.000000              0             28        311.609
     1433869476           2457183.250000   6.12596         9         12.357         0        6828374016.000000    123197952.000000          44276             67        315.912
     1433869476           2457183.250000   6.12596         9         12.357         0        4344690688.000000    123323136.000000          44277             67        315.912
     1433869476           2457183.250000   6.12596         9         12.357         0        3752963328.000000    151475520.000000           2057             99        319.377
     1433869476           2457183.250000   6.12596         9         12.357         0        5321831424.000000     86375680.000000          56174            151        325.109
     1433869476           2457183.250000   6.12596         9         12.357         0        3264830464.000000    153121792.000000          16517            226        333.279
     1433869476           2457183.250000   6.12596         9         12.357         0      124984377344.000000    219029120.000000              0            252        336.109
     1433869476           2457183.250000   6.13079        10        12.4148         0        8098351616.000000    198059008.000000          44276             67        315.912
     1433869476           2457183.250000   6.13079        10        12.4148         0       14161191936.000000    198143488.000000          44277             67        315.912
     1433869476           2457183.250000   6.13079        10        12.4148         0        3335230464.000000    165251072.000000          85541            125        3906.18
     1433869476           2457183.250000   6.13079        10        12.4148         0        4902802432.000000    122034176.000000          56174            151        325.109
     1433869476           2457183.250000   6.13079        10        12.4148         0      803977625600.000000    580798144.000000              0            252        336.109
     1433869476           2457183.250000   6.13079        11        12.4148         0        8595133440.000000    155598592.000000          44276             67        315.912
     1433869476           2457183.250000   6.13079        11        12.4148         0        9621371904.000000    155687424.000000          44277             67        315.912
     1433869476           2457183.250000   6.13079        11        12.4148         0        4193854208.000000     92043264.000000          56174            151        325.109
     1433869476           2457183.250000   6.13079        11        12.4148         0        4059941120.000000    153698944.000000          22583            197        330.113
     1433869476           2457183.250000   6.13079        11        12.4148         0        7587793920.000000    153487104.000000          22584            197        330.113
     1433869476           2457183.250000   6.13079        11        12.4148         0        3448061952.000000    153421440.000000          22585            197        330.113
     1433869476           2457183.250000   6.13079        11        12.4148         0      199351287808.000000    280907296.000000              0            252        336.109
     1433869476           2457183.250000   6.12923        12        12.5158         0        2963137792.000000    121421984.000000              0             28        311.609
     1433869476           2457183.250000   6.12923        12        12.5158         0        2358143488.000000     97918464.000000          93623             42        3897.11
     1433869476           2457183.250000   6.12923        12        12.5158         0        2452006144.000000     63756032.000000          56173            151        325.109
     1433869476           2457183.250000   6.12923        12        12.5158         0        5501149696.000000     63745792.000000          56174            151        325.109
     1433869476           2457183.250000   6.12923        12        12.5158         0        2216481792.000000     57457920.000000          56174            152        325.219
     1433869476           2457183.250000   6.12923        12        12.5158         0        6107209216.000000    103576512.000000          22583            197        330.113
     1433869476           2457183.250000   6.12923        12        12.5158         0       12486907904.000000    103571584.000000          22584            197        330.113
     1433869476           2457183.250000   6.12923        12        12.5158         0        3924552192.000000    103546368.000000          22585            197        330.113
     1433869476           2457183.250000   6.12923        12        12.5158         0       51024678912.000000    126166048.000000              0            252        336.109
     1433869476           2457183.250000   6.12923        13        12.5158         0        5362383872.000000    153566176.000000              0             28        311.609
     1433869476           2457183.250000   6.12923        13        12.5158         0        7067538432.000000     76113408.000000          56174            151        325.109
     1433869476           2457183.250000   6.12923        13        12.5158         0        2265342208.000000     72894208.000000          56174            152        325.219
     1433869476           2457183.250000   6.12923        13        12.5158         0      844435619840.000000    542527680.000000              0            252        336.109
     1433869478           2457183.250000   6.12497         0        12.4576         0        4481422848.000000     61160960.000000          56174            151        325.109
     1433869478           2457183.250000   6.12497         0        12.4576         0        1671726464.000000     61558272.000000          56174            152        325.219
